"x_","y_","t_","sex","id","name"
1783330.69057393,2403412.00061707,2010-12-26 10:34:05.998,"F","F2","Lupe"
1783305.42984396,2403496.85853183,2010-12-26 10:36:07.999,"F","F2","Lupe"
1783276.96667567,2403530.57419013,2010-12-26 10:38:47.001,"F","F2","Lupe"
1783235.4758689,2403637.19678302,2010-12-26 10:46:06.999,"F","F2","Lupe"
1783213.6776322,2403747.78511644,2010-12-26 10:50:08,"F","F2","Lupe"
1783211.86239059,2403743.62245827,2010-12-26 10:52:10.001,"F","F2","Lupe"
1783119.18236576,2403663.4685745,2010-12-26 10:56:11.001,"F","F2","Lupe"
1783113.19131972,2403514.35687482,2010-12-26 11:08:06,"F","F2","Lupe"
1783158.21905558,2403558.12483679,2010-12-26 11:12:23.001,"F","F2","Lupe"
1783119.48427161,2403516.84712461,2010-12-26 11:15:33.998,"F","F2","Lupe"
1783083.15774121,2403576.41239624,2010-12-26 11:21:39.998,"F","F2","Lupe"
1783083.53292376,2403584.74723746,2010-12-26 11:22:12.999,"F","F2","Lupe"
1783086.59330749,2403577.01970834,2010-12-26 11:24:06.999,"F","F2","Lupe"
1783085.79884447,2403575.39588999,2010-12-26 11:26:09.999,"F","F2","Lupe"
1783078.21721202,2403568.63812774,2010-12-26 11:28:09,"F","F2","Lupe"
1783079.74272856,2403567.52955835,2010-12-26 11:30:06.998,"F","F2","Lupe"
1783020.9404582,2403601.98157463,2010-12-26 11:38:18.001,"F","F2","Lupe"
1783069.52553292,2403570.9773073,2010-12-26 11:40:05.998,"F","F2","Lupe"
1782949.72611561,2403534.39292065,2010-12-26 11:46:46.998,"F","F2","Lupe"
1782934.27769366,2403544.81288943,2010-12-26 11:48:09.001,"F","F2","Lupe"
1782929.00478132,2403525.52139719,2010-12-26 11:50:05.998,"F","F2","Lupe"
1782939.00279632,2403487.02810832,2010-12-26 11:52:04.999,"F","F2","Lupe"
1782908.75688561,2403500.17842834,2010-12-26 11:54:17,"F","F2","Lupe"
1782922.79098693,2403500.52887084,2010-12-26 11:58:23.001,"F","F2","Lupe"
1782935.42828452,2403492.79633341,2010-12-26 12:02:17,"F","F2","Lupe"
1782930.83060515,2403496.10563097,2010-12-26 12:10:20,"F","F2","Lupe"
1782939.33086329,2403478.618749,2010-12-26 13:00:14,"F","F2","Lupe"
1782934.88454777,2403493.14986197,2010-12-26 14:00:57,"F","F2","Lupe"
1782940.10663964,2403494.08848816,2010-12-26 15:00:25.001,"F","F2","Lupe"
1782938.57619918,2403497.65361097,2010-12-26 16:01:01.001,"F","F2","Lupe"
1782941.67491462,2403488.77519221,2010-12-26 17:01:01.999,"F","F2","Lupe"
1782944.84656965,2403487.88433523,2010-12-26 18:00:25.999,"F","F2","Lupe"
1782941.00073365,2403489.85579603,2010-12-26 19:00:56.001,"F","F2","Lupe"
1782928.92091327,2403490.15208701,2010-12-26 20:00:50,"F","F2","Lupe"
1782931.8383026,2403594.50279938,2010-12-26 20:44:41,"F","F2","Lupe"
1782929.76041898,2403711.95671984,2010-12-26 20:52:46.999,"F","F2","Lupe"
1782896.01509058,2403752.0932482,2010-12-26 20:56:05,"F","F2","Lupe"
1782894.97333343,2403748.15990017,2010-12-26 21:10:14,"F","F2","Lupe"
1782895.76468469,2403743.93733409,2010-12-26 21:56:35,"F","F2","Lupe"
1782889.80814206,2403753.22966216,2010-12-26 21:58:06.998,"F","F2","Lupe"
1782893.35918104,2403753.27855435,2010-12-26 22:00:04.999,"F","F2","Lupe"
1782897.4933447,2403750.54853609,2010-12-26 22:02:08,"F","F2","Lupe"
1782891.82074894,2403744.34661253,2010-12-26 22:04:04.999,"F","F2","Lupe"
1782895.076421,2403744.37146329,2010-12-26 22:06:10.999,"F","F2","Lupe"
1782868.17809386,2403764.04553644,2010-12-26 22:08:08,"F","F2","Lupe"
1782892.12579033,2403750.93060625,2010-12-26 22:10:07.001,"F","F2","Lupe"
1782891.46844008,2403748.83398099,2010-12-26 23:00:56.998,"F","F2","Lupe"
1782886.1727137,2403800.69518563,2010-12-26 23:20:32,"F","F2","Lupe"
1782732.95557162,2403576.49868076,2010-12-26 23:28:26,"F","F2","Lupe"
1782636.53551758,2403538.48680225,2010-12-26 23:32:05,"F","F2","Lupe"
1782368.5902288,2403611.5919558,2010-12-26 23:38:50.999,"F","F2","Lupe"
1782362.81531603,2403642.0472454,2010-12-26 23:42:05.998,"F","F2","Lupe"
1782328.01901939,2403679.39856342,2010-12-26 23:46:05.999,"F","F2","Lupe"
1782311.46896393,2403527.77905784,2010-12-26 23:49:29.001,"F","F2","Lupe"
1782290.72845937,2403499.46190539,2010-12-26 23:50:03.998,"F","F2","Lupe"
1782247.63892311,2403480.58626259,2010-12-26 23:52:04.999,"F","F2","Lupe"
1782215.39546035,2403527.99429747,2010-12-26 23:54:06.999,"F","F2","Lupe"
1782176.54853157,2403519.20785925,2010-12-26 23:56:08.001,"F","F2","Lupe"
1782167.61384377,2403433.26830251,2010-12-26 23:58:06.998,"F","F2","Lupe"
1782166.15531823,2403392.63608956,2010-12-27 00:00:13.001,"F","F2","Lupe"
1782132.10805367,2403408.78205863,2010-12-27 00:02:05.001,"F","F2","Lupe"
1782130.47866749,2403364.98571572,2010-12-27 00:04:05.999,"F","F2","Lupe"
1782143.47896913,2403355.85655817,2010-12-27 00:06:10,"F","F2","Lupe"
1782153.14564629,2403348.79755156,2010-12-27 00:10:42.998,"F","F2","Lupe"
1782143.34616655,2403318.52422125,2010-12-27 00:12:21,"F","F2","Lupe"
1782043.97559986,2403234.79261132,2010-12-27 00:14:52.001,"F","F2","Lupe"
1782034.71528453,2403204.88837933,2010-12-27 00:16:04.999,"F","F2","Lupe"
1782047.94647387,2403185.24819301,2010-12-27 00:18:08,"F","F2","Lupe"
1782080.45490904,2403127.88776565,2010-12-27 00:22:49,"F","F2","Lupe"
1782103.73342628,2403144.93025853,2010-12-27 00:24:08.001,"F","F2","Lupe"
1782110.20516176,2403126.14710232,2010-12-27 00:26:06.998,"F","F2","Lupe"
1782186.69201114,2403107.37203012,2010-12-27 00:28:08.001,"F","F2","Lupe"
1782223.71551917,2403088.19831517,2010-12-27 00:30:07.998,"F","F2","Lupe"
1782202.6937899,2403049.12321755,2010-12-27 00:32:11.998,"F","F2","Lupe"
1782141.23682707,2402991.71053628,2010-12-27 00:34:08,"F","F2","Lupe"
1782137.05355052,2402984.75959593,2010-12-27 00:36:09,"F","F2","Lupe"
1782039.17460553,2402878.56299317,2010-12-27 00:38:08,"F","F2","Lupe"
1781635.54011759,2402988.45139899,2010-12-27 00:44:05.001,"F","F2","Lupe"
1781576.28349724,2403090.38982013,2010-12-27 00:46:54.999,"F","F2","Lupe"
1781555.67588713,2403119.46981537,2010-12-27 00:48:09.998,"F","F2","Lupe"
1781536.87518935,2403132.05007314,2010-12-27 00:50:05.999,"F","F2","Lupe"
1781529.7965507,2403144.92468005,2010-12-27 00:54:09,"F","F2","Lupe"
1781459.80311017,2403119.29505893,2010-12-27 00:56:54.998,"F","F2","Lupe"
1781423.84982596,2403097.78463894,2010-12-27 00:58:14,"F","F2","Lupe"
1781426.86873037,2403095.09997069,2010-12-27 01:00:06.999,"F","F2","Lupe"
1781435.3500926,2403110.03857932,2010-12-27 01:02:07.998,"F","F2","Lupe"
1781426.43338729,2403117.21847777,2010-12-27 01:04:06.999,"F","F2","Lupe"
1781208.09179942,2403171.93705493,2010-12-27 01:07:19.001,"F","F2","Lupe"
1781065.50048343,2403220.83917579,2010-12-27 01:12:11,"F","F2","Lupe"
1781095.39439956,2403245.75999227,2010-12-27 01:14:04.998,"F","F2","Lupe"
1781131.2800611,2403268.40124387,2010-12-27 01:16:05.999,"F","F2","Lupe"
1781218.04505931,2403240.44021177,2010-12-27 01:18:17,"F","F2","Lupe"
1781237.53060886,2403202.10227471,2010-12-27 04:11:30.999,"F","F2","Lupe"
1781509.57391937,2403068.86759118,2010-12-27 04:18:21.999,"F","F2","Lupe"
1781497.41891192,2403047.19091999,2010-12-27 04:26:13,"F","F2","Lupe"
1781476.49987722,2402754.73612783,2010-12-27 04:34:31.001,"F","F2","Lupe"
1781474.50356086,2402744.93854421,2010-12-27 04:38:05.999,"F","F2","Lupe"
1781474.48942117,2402758.14185392,2010-12-27 04:40:12,"F","F2","Lupe"
1781494.11641387,2402807.96593327,2010-12-27 04:42:04.999,"F","F2","Lupe"
1781544.12319635,2402840.24475397,2010-12-27 04:44:07.999,"F","F2","Lupe"
1781594.73311086,2402890.07663753,2010-12-27 04:46:15.001,"F","F2","Lupe"
1781616.49945118,2402905.63387084,2010-12-27 04:48:05.001,"F","F2","Lupe"
1781726.31568864,2402936.4775136,2010-12-27 04:50:25.999,"F","F2","Lupe"
1781770.31554597,2402901.35964528,2010-12-27 04:52:12.998,"F","F2","Lupe"
1781776.99995523,2402916.96431652,2010-12-27 04:54:27.998,"F","F2","Lupe"
1781693.00861484,2402974.36807908,2010-12-27 05:04:40,"F","F2","Lupe"
1781625.23754961,2403022.71560612,2010-12-27 05:06:14.998,"F","F2","Lupe"
1781625.5291101,2403027.63091321,2010-12-27 05:08:16.999,"F","F2","Lupe"
1781798.73669063,2402791.66187301,2010-12-27 05:16:23.998,"F","F2","Lupe"
1781884.74022832,2402664.72713771,2010-12-27 05:24:30.998,"F","F2","Lupe"
1781809.32413385,2402709.03624404,2010-12-27 05:26:20,"F","F2","Lupe"
1781741.04734698,2402773.64030212,2010-12-27 05:28:58.001,"F","F2","Lupe"
1781744.02052669,2402770.76111757,2010-12-27 05:30:31.999,"F","F2","Lupe"
1781741.17276439,2402768.34134854,2010-12-27 05:32:19.001,"F","F2","Lupe"
1781766.29884701,2402745.54487947,2010-12-27 05:41:23.998,"F","F2","Lupe"
1781721.93978744,2402783.41456665,2010-12-27 05:42:55.999,"F","F2","Lupe"
1781668.21078419,2402746.54399738,2010-12-27 05:46:08.001,"F","F2","Lupe"
1781717.79137958,2402668.70502162,2010-12-27 05:51:30.001,"F","F2","Lupe"
1781707.5876223,2402677.75063431,2010-12-27 05:54:10.001,"F","F2","Lupe"
1781829.99377115,2402631.69147063,2010-12-27 06:00:42.998,"F","F2","Lupe"
1781823.78302185,2402636.41107473,2010-12-27 06:02:24,"F","F2","Lupe"
1781864.22511493,2402698.77857723,2010-12-27 06:06:06.001,"F","F2","Lupe"
1781909.64556882,2402833.61908731,2010-12-27 06:08:09.998,"F","F2","Lupe"
1781830.42470269,2402953.48835879,2010-12-27 06:12:26,"F","F2","Lupe"
1781765.7498105,2403037.14675964,2010-12-27 06:15:11.001,"F","F2","Lupe"
1781727.60281547,2403130.87545214,2010-12-27 06:16:13.998,"F","F2","Lupe"
1781640.73466961,2403108.3807019,2010-12-27 06:18:06,"F","F2","Lupe"
1781587.5202908,2403095.27779871,2010-12-27 06:20:05.998,"F","F2","Lupe"
1781519.36286069,2403159.784208,2010-12-27 06:22:23.999,"F","F2","Lupe"
1781516.68190197,2403162.10096375,2010-12-27 06:24:16.998,"F","F2","Lupe"
1781474.58411436,2403179.47907254,2010-12-27 06:26:25.998,"F","F2","Lupe"
1781380.5965372,2403169.50761962,2010-12-27 06:28:15.998,"F","F2","Lupe"
1781348.535588,2403204.5472431,2010-12-27 06:30:07.999,"F","F2","Lupe"
1781311.06866354,2403220.27752137,2010-12-27 06:32:06.999,"F","F2","Lupe"
1781257.78218806,2403235.92696666,2010-12-27 06:34:49,"F","F2","Lupe"
1781220.04114531,2403246.52829307,2010-12-27 06:36:33.999,"F","F2","Lupe"
1781170.53163719,2403320.95103568,2010-12-27 06:38:37,"F","F2","Lupe"
1781214.440085,2403323.61479308,2010-12-27 06:42:05.001,"F","F2","Lupe"
1781190.78740385,2403329.282263,2010-12-27 06:44:11.998,"F","F2","Lupe"
1781162.26982974,2403342.99696693,2010-12-27 06:46:10.001,"F","F2","Lupe"
1781081.51692723,2403367.85648929,2010-12-27 06:48:06.999,"F","F2","Lupe"
1781163.84832333,2403394.97917949,2010-12-27 06:50:08,"F","F2","Lupe"
1781220.819749,2403383.64681016,2010-12-27 06:52:10,"F","F2","Lupe"
1781216.23641008,2403309.52429051,2010-12-27 06:54:08.998,"F","F2","Lupe"
1781259.28769282,2403306.09414475,2010-12-27 06:56:08.001,"F","F2","Lupe"
1781255.62138591,2403201.95133481,2010-12-27 06:58:40.998,"F","F2","Lupe"
1781271.36299708,2403141.34414814,2010-12-27 07:00:10.001,"F","F2","Lupe"
1781276.74891112,2403136.32573103,2010-12-27 07:02:11,"F","F2","Lupe"
1781503.66566212,2402970.70445511,2010-12-27 07:10:51,"F","F2","Lupe"
1781500.17938458,2402964.48170311,2010-12-27 07:14:08.999,"F","F2","Lupe"
1781506.54927943,2402976.64674262,2010-12-27 07:16:08.001,"F","F2","Lupe"
1781447.946338,2402879.67636802,2010-12-27 07:18:08.001,"F","F2","Lupe"
1781432.90203109,2402877.02257416,2010-12-27 07:20:05.998,"F","F2","Lupe"
1781458.52746094,2402944.64262478,2010-12-27 07:22:06,"F","F2","Lupe"
1781490.76206779,2402986.52976503,2010-12-27 07:24:06.998,"F","F2","Lupe"
1781597.48838736,2402998.51848218,2010-12-27 07:26:08.999,"F","F2","Lupe"
1781762.12370204,2402986.68827079,2010-12-27 07:32:43,"F","F2","Lupe"
1781758.59695849,2402990.03354556,2010-12-27 07:34:40.001,"F","F2","Lupe"
1781761.78639721,2402985.78155592,2010-12-27 07:36:05.001,"F","F2","Lupe"
1781760.536299,2402988.94232316,2010-12-27 07:38:07.998,"F","F2","Lupe"
1781762.98149009,2402985.00795199,2010-12-27 07:41:07.999,"F","F2","Lupe"
1781764.30861062,2402987.52710232,2010-12-27 07:43:26.001,"F","F2","Lupe"
1781755.48902987,2402983.55567802,2010-12-27 07:44:05.998,"F","F2","Lupe"
1781759.103457,2402986.37517602,2010-12-27 07:46:07.999,"F","F2","Lupe"
1781754.10056688,2402989.27910361,2010-12-27 07:48:09.001,"F","F2","Lupe"
1781755.0865558,2402986.03284039,2010-12-27 07:50:06.998,"F","F2","Lupe"
1781758.40138679,2402989.48194201,2010-12-27 07:52:07.998,"F","F2","Lupe"
1781748.34457587,2402985.82627281,2010-12-27 07:56:09.001,"F","F2","Lupe"
1781765.11445687,2402931.1355021,2010-12-27 08:00:46.999,"F","F2","Lupe"
1781752.47195523,2402977.2945526,2010-12-27 08:08:29.998,"F","F2","Lupe"
1781761.36616406,2402990.24127054,2010-12-27 08:11:33,"F","F2","Lupe"
1781759.02859936,2402986.65604124,2010-12-27 08:12:11.999,"F","F2","Lupe"
1781758.71965311,2402987.96099556,2010-12-27 08:14:10.001,"F","F2","Lupe"
1781443.66143803,2403096.08911445,2010-12-27 08:23:31.001,"F","F2","Lupe"
1781157.94715574,2403180.6021493,2010-12-27 23:58:56.999,"F","F2","Lupe"
1781152.93537718,2403177.75082305,2010-12-28 00:00:54.999,"F","F2","Lupe"
1781176.65136293,2403228.17403303,2010-12-28 00:02:09.998,"F","F2","Lupe"
1781153.11174008,2403183.22444865,2010-12-28 00:04:10.001,"F","F2","Lupe"
1781126.42222677,2403228.47043742,2010-12-28 00:06:07.999,"F","F2","Lupe"
1781108.91308975,2403210.51142224,2010-12-28 00:08:09,"F","F2","Lupe"
1781174.83062475,2403162.51450561,2010-12-28 00:24:11.001,"F","F2","Lupe"
1781214.33203604,2403214.85948295,2010-12-28 00:30:20.998,"F","F2","Lupe"
1781230.30025477,2403247.34873093,2010-12-28 00:33:09.999,"F","F2","Lupe"
1781217.26960917,2403227.46358604,2010-12-28 00:35:11.001,"F","F2","Lupe"
1781220.66095211,2403227.23271138,2010-12-28 00:36:54.998,"F","F2","Lupe"
1781235.52523764,2403216.5108045,2010-12-28 00:38:27,"F","F2","Lupe"
1781204.06597848,2403239.08385518,2010-12-28 00:40:05.999,"F","F2","Lupe"
1781196.51264197,2403235.69984956,2010-12-28 00:42:07.001,"F","F2","Lupe"
1781191.12553996,2403218.85263783,2010-12-28 00:44:09.998,"F","F2","Lupe"
1781228.63537676,2403208.83952594,2010-12-28 00:46:06.998,"F","F2","Lupe"
1781199.65404103,2403199.63741195,2010-12-28 00:48:08,"F","F2","Lupe"
1781203.89379712,2403208.54181905,2010-12-28 00:50:06.998,"F","F2","Lupe"
1781221.88748586,2403223.21654191,2010-12-28 00:52:07.998,"F","F2","Lupe"
1781236.73033067,2403226.71814885,2010-12-28 00:54:09,"F","F2","Lupe"
1781229.33911974,2403200.99030989,2010-12-28 00:56:07.001,"F","F2","Lupe"
1781224.16860542,2403243.64660503,2010-12-28 00:58:26.998,"F","F2","Lupe"
1781212.04719577,2403238.92873976,2010-12-28 01:00:31,"F","F2","Lupe"
1781196.01648833,2403208.89380243,2010-12-28 01:02:43.998,"F","F2","Lupe"
1781230.67711108,2403231.19965622,2010-12-28 01:04:09,"F","F2","Lupe"
1781230.37630372,2403202.12005841,2010-12-28 01:06:11.001,"F","F2","Lupe"
1781096.10088892,2403268.28629958,2010-12-28 06:47:13,"F","F2","Lupe"
1781286.58989828,2403163.11581416,2010-12-28 06:50:20,"F","F2","Lupe"
1781288.10305783,2403162.65860566,2010-12-28 06:52:03.999,"F","F2","Lupe"
1781413.03244395,2403190.01303421,2010-12-28 06:54:28,"F","F2","Lupe"
1781459.96435884,2403188.31772446,2010-12-28 06:56:08.998,"F","F2","Lupe"
1781516.15163335,2403171.75983811,2010-12-28 06:58:07,"F","F2","Lupe"
1781536.6109909,2403169.02358273,2010-12-28 07:00:08,"F","F2","Lupe"
1781512.73536993,2403166.23119418,2010-12-28 07:02:31.998,"F","F2","Lupe"
1781503.36770995,2403167.36701037,2010-12-28 07:08:52,"F","F2","Lupe"
1781527.37259361,2403166.46914077,2010-12-28 07:14:12.001,"F","F2","Lupe"
1781502.81398385,2403162.71122298,2010-12-28 07:16:12,"F","F2","Lupe"
1781516.55943689,2403323.70974559,2010-12-28 07:18:06,"F","F2","Lupe"
1781491.40938025,2403170.93284364,2010-12-28 07:20:06.001,"F","F2","Lupe"
1781502.74122876,2403164.74964236,2010-12-28 07:22:05,"F","F2","Lupe"
1781496.70044162,2403165.43272996,2010-12-28 07:24:07,"F","F2","Lupe"
1781517.08437279,2403166.58314029,2010-12-28 07:26:04.999,"F","F2","Lupe"
1781503.75696741,2403166.74714549,2010-12-28 07:28:12.001,"F","F2","Lupe"
1781512.50026431,2403164.29215753,2010-12-28 07:40:06.998,"F","F2","Lupe"
1781442.07141124,2403198.23051107,2010-12-28 07:46:07.999,"F","F2","Lupe"
1781225.07709588,2403244.86073317,2010-12-28 10:19:15.998,"F","F2","Lupe"
1781172.75615801,2403315.82745947,2010-12-28 10:24:08.001,"F","F2","Lupe"
1781157.9651301,2403340.69193331,2010-12-28 10:26:15.999,"F","F2","Lupe"
1781078.16905322,2403362.78066645,2010-12-28 10:28:07,"F","F2","Lupe"
1781053.58168274,2403357.09942042,2010-12-28 10:30:23.998,"F","F2","Lupe"
1781084.3936514,2403410.32709787,2010-12-28 10:33:41.001,"F","F2","Lupe"
1781085.64362729,2403411.79428653,2010-12-28 10:34:07.001,"F","F2","Lupe"
1781164.0826581,2403306.01149666,2010-12-28 10:39:05.998,"F","F2","Lupe"
1781205.47372286,2403266.73728,2010-12-28 10:40:08.001,"F","F2","Lupe"
1781320.49800203,2403231.35206914,2010-12-28 22:43:26,"F","F2","Lupe"
1781340.11902549,2403168.17203053,2010-12-28 22:44:45,"F","F2","Lupe"
1781350.42405373,2403166.85596527,2010-12-28 22:46:12.998,"F","F2","Lupe"
1781357.62818029,2403170.9383698,2010-12-28 22:48:26,"F","F2","Lupe"
1781347.09322613,2403167.99686661,2010-12-28 22:50:43.998,"F","F2","Lupe"
1781345.43412973,2403162.2870792,2010-12-28 22:54:38.999,"F","F2","Lupe"
1781349.95784651,2403137.84044479,2010-12-28 22:56:10.998,"F","F2","Lupe"
1781444.45373627,2403091.25814463,2010-12-28 23:00:06.998,"F","F2","Lupe"
1781511.15869682,2403173.59820213,2010-12-28 23:06:04.999,"F","F2","Lupe"
1781503.26212215,2403164.56287949,2010-12-28 23:08:07,"F","F2","Lupe"
1781506.16609789,2403160.20881888,2010-12-28 23:10:45.999,"F","F2","Lupe"
1781498.41179515,2403165.05692672,2010-12-28 23:20:19.001,"F","F2","Lupe"
1781500.73036687,2403164.37698719,2010-12-29 00:00:37,"F","F2","Lupe"
1781595.31515894,2403142.54257809,2010-12-29 00:50:42.998,"F","F2","Lupe"
1781630.7184572,2403146.20379672,2010-12-29 00:53:28.999,"F","F2","Lupe"
1781641.79544418,2403062.14422683,2010-12-29 00:59:04.998,"F","F2","Lupe"
1781578.85183894,2403139.66728642,2010-12-29 01:02:13.998,"F","F2","Lupe"
1781588.04179956,2403102.15388814,2010-12-29 01:04:12.998,"F","F2","Lupe"
1781571.57021358,2403089.03289159,2010-12-29 01:06:09.998,"F","F2","Lupe"
1781557.93599446,2403064.95026382,2010-12-29 01:08:27.999,"F","F2","Lupe"
1781555.71113867,2403079.78925767,2010-12-29 01:10:22.001,"F","F2","Lupe"
1781575.89739765,2403032.24645827,2010-12-29 01:12:17.998,"F","F2","Lupe"
1781611.42526652,2402959.46443051,2010-12-29 01:14:30.998,"F","F2","Lupe"
1781885.00898623,2402848.41169633,2010-12-29 01:23:04,"F","F2","Lupe"
1782003.26298784,2402877.57053314,2010-12-29 01:24:32.998,"F","F2","Lupe"
1782078.09998451,2402878.23652255,2010-12-29 01:26:08.998,"F","F2","Lupe"
1782233.86503775,2403116.88945832,2010-12-29 01:32:52.001,"F","F2","Lupe"
1782363.54530255,2403227.66991689,2010-12-29 01:34:59.999,"F","F2","Lupe"
1782525.99567851,2403295.48863679,2010-12-29 01:42:07,"F","F2","Lupe"
1782554.29088636,2403274.82332937,2010-12-29 01:44:09,"F","F2","Lupe"
1782583.1467966,2403259.2062309,2010-12-29 01:46:08.001,"F","F2","Lupe"
1782592.1170423,2403274.26246585,2010-12-29 01:48:09.001,"F","F2","Lupe"
1782764.89473224,2403240.72463835,2010-12-29 01:54:26,"F","F2","Lupe"
1782981.24658682,2403184.28863385,2010-12-29 02:00:52,"F","F2","Lupe"
1783001.85401053,2403170.8759566,2010-12-29 02:08:09.999,"F","F2","Lupe"
1782991.5411998,2403102.07466159,2010-12-29 02:11:30.999,"F","F2","Lupe"
1782869.54101456,2403087.95251682,2010-12-29 02:18:34,"F","F2","Lupe"
1782839.26615808,2403100.33865809,2010-12-29 02:20:08.001,"F","F2","Lupe"
1782836.21690494,2403101.45382975,2010-12-29 02:22:06.001,"F","F2","Lupe"
1782823.37749091,2403049.41920998,2010-12-29 02:24:09.001,"F","F2","Lupe"
1782773.99714169,2403015.14299794,2010-12-29 02:26:07.001,"F","F2","Lupe"
1782718.85503248,2403031.458255,2010-12-29 02:28:10.001,"F","F2","Lupe"
1782763.4024039,2403106.96708135,2010-12-29 02:30:06.998,"F","F2","Lupe"
1782745.38774639,2403206.6344272,2010-12-29 02:32:04.998,"F","F2","Lupe"
1782582.63979592,2403286.09752586,2010-12-29 02:46:14.998,"F","F2","Lupe"
1782590.39215898,2403278.86110959,2010-12-29 02:50:17.998,"F","F2","Lupe"
1782631.69304829,2403366.72686569,2010-12-29 02:52:09,"F","F2","Lupe"
1782435.1221002,2403580.78123378,2010-12-29 02:58:32.999,"F","F2","Lupe"
1782425.87464748,2403597.36783207,2010-12-29 03:01:05,"F","F2","Lupe"
1782350.46418161,2403723.35937801,2010-12-29 03:11:11.001,"F","F2","Lupe"
1782420.5924909,2403713.26854963,2010-12-29 03:14:12.998,"F","F2","Lupe"
1782409.02708961,2403808.06565334,2010-12-29 03:16:33.998,"F","F2","Lupe"
1782391.23667236,2403853.19996652,2010-12-29 03:18:19.999,"F","F2","Lupe"
1782381.47462057,2403890.56605551,2010-12-29 03:25:00.998,"F","F2","Lupe"
1782412.4430933,2403934.51334751,2010-12-29 03:42:56,"F","F2","Lupe"
1782407.3140804,2403936.99641634,2010-12-29 03:44:08.001,"F","F2","Lupe"
1782410.05090584,2403933.31508366,2010-12-29 03:57:07,"F","F2","Lupe"
1782409.20220212,2403931.42585967,2010-12-29 04:04:12.999,"F","F2","Lupe"
1782410.52345327,2403936.29809505,2010-12-29 04:10:47,"F","F2","Lupe"
1782416.37412624,2403939.41805154,2010-12-29 04:14:07.001,"F","F2","Lupe"
1782396.72850841,2403937.5553888,2010-12-29 04:20:59.001,"F","F2","Lupe"
1782384.85321966,2403922.76443575,2010-12-29 04:26:15.999,"F","F2","Lupe"
1782373.93662721,2403912.11673774,2010-12-29 04:28:06.001,"F","F2","Lupe"
1782350.15231338,2403947.28696604,2010-12-29 04:30:07.998,"F","F2","Lupe"
1782330.09807647,2403902.66352171,2010-12-29 04:32:08,"F","F2","Lupe"
1782368.32755167,2403841.84784251,2010-12-29 04:40:20.999,"F","F2","Lupe"
1782374.65314444,2403867.3598111,2010-12-29 04:48:12.001,"F","F2","Lupe"
1782322.8820097,2403802.28128651,2010-12-29 04:54:07.998,"F","F2","Lupe"
1782347.58884462,2403800.78316723,2010-12-29 05:00:40.001,"F","F2","Lupe"
1782286.87122499,2403792.25929093,2010-12-29 05:02:07.999,"F","F2","Lupe"
1782316.81844964,2403785.5480522,2010-12-29 05:04:38.001,"F","F2","Lupe"
1782317.9790052,2403791.84070083,2010-12-29 05:20:16.999,"F","F2","Lupe"
1782311.85681488,2403803.91917531,2010-12-29 05:22:06.999,"F","F2","Lupe"
1782334.25448037,2403775.37980002,2010-12-29 05:31:34.998,"F","F2","Lupe"
1782303.83473585,2403800.46878767,2010-12-29 05:32:15.998,"F","F2","Lupe"
1782321.75328646,2403784.16734495,2010-12-29 05:41:20,"F","F2","Lupe"
1782303.66545962,2403796.09911623,2010-12-29 06:01:01.998,"F","F2","Lupe"
1782321.92910899,2403784.02523944,2010-12-29 07:00:56.998,"F","F2","Lupe"
1782339.61238123,2403771.85986367,2010-12-29 07:29:10,"F","F2","Lupe"
1782335.60919917,2403731.24490454,2010-12-29 07:32:20,"F","F2","Lupe"
1782300.68706827,2403770.08231091,2010-12-29 07:34:14.001,"F","F2","Lupe"
1782287.65523039,2403782.98192407,2010-12-29 07:36:06.001,"F","F2","Lupe"
1782363.72526483,2403771.13983626,2010-12-29 07:38:03.999,"F","F2","Lupe"
1782363.23077439,2403778.45306823,2010-12-29 07:40:08,"F","F2","Lupe"
1782365.83807268,2403759.99516281,2010-12-29 07:42:07,"F","F2","Lupe"
1782390.06918237,2403740.20476651,2010-12-29 07:44:09.001,"F","F2","Lupe"
1782377.2509388,2403744.61053965,2010-12-29 07:46:13.001,"F","F2","Lupe"
1782328.09881048,2403441.49683073,2010-12-29 07:59:10.001,"F","F2","Lupe"
1782316.93018844,2403445.85711474,2010-12-29 08:02:16.999,"F","F2","Lupe"
1782328.03845384,2403454.78138534,2010-12-29 08:04:05.999,"F","F2","Lupe"
1782317.70324331,2403459.6835772,2010-12-29 08:06:06,"F","F2","Lupe"
1782360.94335078,2403501.7936336,2010-12-29 08:08:05,"F","F2","Lupe"
1782367.12389446,2403580.6733661,2010-12-29 08:10:05,"F","F2","Lupe"
1782389.37107049,2403542.53179341,2010-12-29 08:14:06.001,"F","F2","Lupe"
1782376.70071491,2403560.29451405,2010-12-29 08:16:21.001,"F","F2","Lupe"
1782276.59449,2403654.19586092,2010-12-29 08:21:39.999,"F","F2","Lupe"
1782253.30397691,2403685.69365543,2010-12-29 08:22:08,"F","F2","Lupe"
1782122.00841508,2403712.53725547,2010-12-29 08:25:37,"F","F2","Lupe"
1782116.04804706,2403731.34945133,2010-12-29 08:26:05.999,"F","F2","Lupe"
1782143.81285107,2403788.44391006,2010-12-29 08:29:10,"F","F2","Lupe"
1782142.68011167,2403781.96267824,2010-12-29 08:30:06,"F","F2","Lupe"
